amount_full_withdrawn,amount_partial_withdrawn,amount_staked,cumulative_amount_full_withdrawn,cumulative_amount_partial_withdrawn,cumulative_amount_staked,cumulative_total_entries,curr_stake,day,entity_category,total_entries
0.0,0.133179408,3680,259135.92289889202,20445.29896571,3159043,1154713,2879461.778135398,2024-06-19,Liquid Restaking,530
32.0,60.161074663,0,114969.641925596,41831.11436784002,107714,670482,-49086.756293436025,2024-06-19,Solo Stakers,2674
16000.0,1673.288169838,29281,2610668.4684389587,642427.9432848009,8834682,18860354,5581585.58827624,2024-06-19,Liquid Staking,76398
2784.0,472.5488970780001,24928,5691427.261118553,742660.9640692913,8599456,15175674,2165367.7748121563,2024-06-19,CEXs,22156
382.498616405,283.3591532100001,7744,1456925.9439345275,326039.11462573765,4922265,7096436,3139299.9414397352,2024-06-19,undefined,12550
32.0,56.29205103199999,21888,3219484.9891965524,288521.8614048389,7174464,7661351,3666457.1493986086,2024-06-19,Staking Pools,3238
0.0,0.018444252,288,259135.92289889202,20445.165786302,3155363,1154183,2875781.911314806,2024-06-18,Liquid Restaking,28
287.994267996,113.65606923999998,0,114937.641925596,41770.953293177015,107714,667808,-48994.59521877302,2024-06-18,Solo Stakers,5036
2783.887902879,776.5311832259996,8576,1456543.4453181224,325755.75547252764,4914521,7083886,3132221.79920935,2024-06-18,undefined,31792
5216.0,707.4676614299997,5824,5688643.261118553,742188.4151722132,8574528,15153518,2143696.323709234,2024-06-18,CEXs,32687
160.0,391.34987044999997,10528,3219452.9891965524,288465.5693538069,7152576,7658113,3644657.441449641,2024-06-18,Staking Pools,16334
13952.0,622.8778977200002,160,2594668.4684389587,640754.6551149628,8805401,18783956,5569977.8764460785,2024-06-18,Liquid Staking,29112
33376.0,840.7673010189998,9396,259135.92289889202,20445.14734205,3155075,1154155,2875493.929759058,2024-06-17,Liquid Restaking,42288
5696.0,480.92000327399995,13312,3219292.9891965524,288074.2194833569,7142048,7641779,3634680.7913200906,2024-06-17,Staking Pools,23361
384.0,418.74398750999995,966,2580716.4684389587,640131.7772172429,8805241,18754844,5584392.754343798,2024-06-17,Liquid Staking,19654
4191.95280326,376.537268967,50336,1453759.5574152435,324979.22428930167,4905945,7052094,3127206.218295455,2024-06-17,undefined,19447
0.0,1.422944459,0,114649.64765760001,41657.297223937014,107714,662772,-48592.94488153703,2024-06-17,Solo Stakers,56
2720.0,242.150603865,6304,5683427.261118553,741480.9475107832,8568704,15120831,2143795.7913706643,2024-06-17,CEXs,12118
58016.0,687.8847517179997,6796,225759.92289889202,19604.380041031,3145679,1111867,2900314.697060077,2024-06-16,Liquid Restaking,33113
64.0,0.9528024789999991,0,114649.64765760001,41655.87427947801,107714,662716,-48591.521937078025,2024-06-16,Solo Stakers,43
7872.0,470.17631909499994,1120,5680707.261118553,741238.7969069182,8562400,15108713,2140453.941974529,2024-06-16,CEXs,21610
1664.0,243.66798165100002,634,2580332.4684389587,639713.0332297329,8804275,18735190,5584229.498331308,2024-06-16,Liquid Staking,11164
9152.0,399.57415969500016,3328,1449567.6046119835,324602.68702033465,4855609,7032647,3081438.708367682,2024-06-16,undefined,18509
13440.0,677.2900775550002,5152,3213596.9891965524,287593.29948008293,7128736,7618418,3627545.7113233646,2024-06-16,Staking Pools,31235
9568.0,393.0841119239999,5152,167743.92289889202,18916.495289313,3138883,1078754,2952222.581811795,2024-06-15,Liquid Restaking,17913
96.0,3.042637007000003,0,114585.64765760001,41654.921476999014,107714,662673,-48526.56913459903,2024-06-15,Solo Stakers,141
4927.802612194,780.8064226760004,5504,3200156.9891965524,286916.00940252794,7123584,7587183,3636511.0014009196,2024-06-15,Staking Pools,35673
1728.0,390.3621855349999,3009,2578668.4684389587,639469.3652480819,8803641,18724026,5585503.166312959,2024-06-15,Liquid Staking,17916
2752.0,283.828492583,4640,1440415.6046119835,324203.11286063964,4852281,7014138,3087662.282527377,2024-06-15,undefined,13163
4479.99166261,657.2310070170001,1952,5672835.261118553,740768.6205878232,8561280,15087103,2147676.1182936244,2024-06-15,CEXs,30036
0.0,10.185179748999998,6624,158175.92289889202,18523.411177389,3133731,1060841,2957031.6659237193,2024-06-14,Liquid Restaking,1032
1184.0,410.64218245000006,6976,3195229.1865843586,286135.2029798519,7118080,7551510,3636715.6104357895,2024-06-14,Staking Pools,18936
3168.0,927.4770098190005,25760,5668355.269455942,740111.3895808063,8559328,15057067,2150861.3409632514,2024-06-14,CEXs,43176
3551.96658618,313.207698245,8704,1437663.6046119835,323919.28436805663,4847641,7000975,3086058.1110199597,2024-06-14,undefined,14598
0.0,2.022510658,0,114489.64765760001,41651.878839992016,107714,662532,-48427.52649759203,2024-06-14,Solo Stakers,85
5920.0,849.1279048769995,8729,2576940.4684389587,639079.0030625468,8800632,18706110,5584612.528498494,2024-06-14,Liquid Staking,38896
448.0,2.7099107389999824,19718,158175.92289889202,18513.22599764,3127107,1059809,2950417.8511034683,2024-06-13,Liquid Restaking,887
0.0,2.9780368690000008,0,114489.64765760001,41649.85632933402,107714,662447,-48425.50398693403,2024-06-13,Solo Stakers,150
6143.923438255,1068.0577715450002,23683,2571020.4684389587,638229.8751576699,8791903,18667214,5582652.656403371,2024-06-13,Liquid Staking,49028
7200.0,702.934738969,27200,5665187.269455942,739183.9125709872,8533568,15013891,2129196.8179730703,2024-06-13,CEXs,32785
23872.0,408.10191696400005,16384,3194045.1865843586,285724.56079740194,7111104,7532574,3631334.2526182393,2024-06-13,Staking Pools,19356
3775.99040964,326.79520869999993,9792,1434111.6380258035,323606.0766698116,4838937,6986377,3081219.285304385,2024-06-13,undefined,15251
0.0,0.0,40435,157727.92289889202,18510.516086901,3107389,1058922,2931150.561014207,2024-06-12,Liquid Restaking,1342
32.0,7.38613328,32,114489.64765760001,41646.87829246502,107714,662297,-48422.525950065035,2024-06-12,Solo Stakers,337
1471.999933801,338.0545576149999,6304,1430335.6476161636,323279.2814611116,4829145,6971126,3075530.0709227244,2024-06-12,undefined,15098
31456.0,842.9173388529994,3072,5657987.269455942,738480.9778320183,8506368,14981106,2109899.7527120393,2024-06-12,CEXs,38855
288.0,323.9576569830001,7424,3170173.1865843586,285316.45888043795,7094720,7513218,3639230.3545352034,2024-06-12,Staking Pools,14790
992.0,1021.6268690000005,2686,2564876.5450007035,637161.8173861249,8768220,18618186,5566181.637613171,2024-06-12,Liquid Staking,46029
0.0,0.0,44073,157727.92289889202,18510.516086901,3066954,1057580,2890715.561014207,2024-06-11,Liquid Restaking,1422
128.0,244.0336414379999,12992,3169885.1865843586,284992.50122345495,7087296,7498428,3632418.3121921867,2024-06-11,Staking Pools,11363
11424.0,1185.907757584,14721,2563884.5450007035,636140.1905171248,8765534,18572157,5565509.264482171,2024-06-11,Liquid Staking,53733
3776.0,511.4391724609999,8383,1428863.6476823627,322941.2269034966,4822841,6956028,3071036.1254141405,2024-06-11,undefined,23106
32.0,26.904842620000007,0,114457.64765760001,41639.49215918502,107682,661960,-48415.139816785035,2024-06-11,Solo Stakers,1226
9376.0,578.0580593420002,2208,5626531.269455942,737638.0604931653,8503296,14942251,2139126.6700508925,2024-06-11,CEXs,26371
0.0,0.09348437500000001,15668,157727.92289889202,18510.516086901,3022881,1056158,2846642.561014207,2024-06-10,Liquid Restaking,549
64.0,59.242673906,0,114425.64765760001,41612.58731656502,107682,660734,-48356.23497416503,2024-06-10,Solo Stakers,2732
2303.825918853,437.1102865850001,1344,5617155.269455942,737060.0024338233,8501088,14915880,2146872.7281102343,2024-06-10,CEXs,20036
10944.0,1740.2237146009995,157,2552460.5450007035,634954.2827595408,8750813,18518424,5563398.172239755,2024-06-10,Liquid Staking,79088
