amount_full_withdrawn,amount_partial_withdrawn,amount_staked,cumulative_amount_full_withdrawn,cumulative_amount_partial_withdrawn,cumulative_amount_staked,cumulative_total_entries,curr_stake,day,entity_category,total_entries
0.0,107.773825106,32,33723.112490876,32671.093911648015,92962,325851,26567.793597475982,2023-10-02,Solo Stakers,3124
319.804652781,196.36958482999998,6784,419468.8770092391,204349.5769207858,2596638,2668379,1972819.5460699752,2023-10-02,undefined,8139
736.0,1046.4058331239999,8858,322764.1721689899,418413.09550587094,5801280,8022718,5060102.732325139,2023-10-02,Liquid Staking,53672
0.0,0.10262138800000001,0,95.99618803999999,376.8646192169999,62723,23536,62250.139192743,2023-10-01,Liquid Restaking,12
7680.0,730.3890554430003,3168,433718.98212116596,173578.59707815497,3152064,2644422,2544766.4208006794,2023-10-01,Staking Pools,19059
18400.0,364.17733104400025,6997,322028.1721689899,417366.6896727469,5792422,7969046,5053027.138158264,2023-10-01,Liquid Staking,20895
4030.545298174,750.1573120759999,7104,419149.0723564581,204153.20733595578,2589854,2660240,1966551.720307586,2023-10-01,undefined,27311
16128.0,794.3864324479994,5824,2091355.271230442,564754.0157296847,5105216,6514524,2449106.713039873,2023-10-01,CEXs,44337
159.90995106,74.85761330399998,1696,33723.112490876,32563.320086542015,92930,322727,26643.567422581982,2023-10-01,Solo Stakers,3727
0.0,17.657901847,0,95.99618803999999,376.76199782899994,62723,23524,62250.241814131,2023-09-30,Liquid Restaking,940
32.0,643.4355068830001,3008,2075227.271230442,563959.6292972367,5099392,6470187,2460205.0994723216,2023-09-30,CEXs,33531
0.0,3.5150425870000004,0,33563.202539816004,32488.462473238014,91234,319000,25182.33498694598,2023-09-30,Solo Stakers,199
480.0,835.3178016820002,17296,303628.1721689899,417002.51234170294,5785425,7948151,5064794.315489307,2023-09-30,Liquid Staking,44058
512.0,421.7193861440001,4128,426038.98212116596,172848.20802271197,3148896,2625363,2550008.8098561224,2023-09-30,Staking Pools,22134
255.99793449999999,277.633611175,2368,415118.5270582841,203403.0500238798,2582750,2632929,1964228.4229178359,2023-09-30,undefined,14568
64.0,13.181474616000003,32,95.99618803999999,359.10409598199993,62723,22584,62267.899715978,2023-09-29,Liquid Restaking,684
0.0,661.4257632519999,7520,2075195.271230442,563316.1937903537,5096384,6436656,2457872.534979204,2023-09-29,CEXs,34580
192.0,202.72232601400003,11456,414862.5291237841,203125.4164127048,2580382,2618361,1962394.054463511,2023-09-29,undefined,10941
607.977714316,780.6092718329998,25309,303148.1721689899,416167.19454002095,5768129,7904093,5048813.633290989,2023-09-29,Liquid Staking,41514
416.0,542.092894889,31040,425526.98212116596,172426.48863656798,3144768,2603229,2546814.529242266,2023-09-29,Staking Pools,28747
0.0,3.074825435,32,33563.202539816004,32484.947430651013,91234,318801,25185.850029532983,2023-09-29,Solo Stakers,156
0.0,5.898174375999999,96,31.99618804,345.92262136599993,62691,21900,62313.081190594,2023-09-28,Liquid Restaking,313
576.0,361.460971771,2592,414670.5291237841,202922.6940866908,2568926,2607420,1951332.776789525,2023-09-28,undefined,18390
0.0,20.042905504000004,0,33563.202539816004,32481.872605216013,91202,318645,25156.924854967983,2023-09-28,Solo Stakers,974
320.0,453.2749689489998,16608,425110.98212116596,171884.39574167898,3113728,2574482,2516732.6221371554,2023-09-28,Staking Pools,24118
0.0,832.0288159970003,8544,2075195.271230442,562654.7680271018,5088864,6402076,2451013.9607424564,2023-09-28,CEXs,43204
2080.0,540.150601217,3235,302540.1944546739,415386.585268188,5742820,7862579,5024893.220277138,2023-09-28,Liquid Staking,28141
384.0,609.4491310229997,11168,2075195.271230442,561822.7392111048,5080320,6358872,2443301.989558453,2023-09-27,CEXs,32163
895.604686139,1029.8773468969998,6755,300460.1944546739,414846.434666971,5739585,7834438,5024278.370878356,2023-09-27,Liquid Staking,53501
0.0,20.440337522999997,0,33563.202539816004,32461.829699712012,91202,317671,25176.967760471984,2023-09-27,Solo Stakers,1047
480.0,192.02266033200004,15808,424790.98212116596,171431.12077272998,3097120,2550364,2500897.897106104,2023-09-27,Staking Pools,10478
384.0,361.61297817700006,1984,414094.5291237841,202561.2331149198,2566334,2589030,1949678.237761296,2023-09-27,undefined,18276
0.0,0.17057672699999998,320,31.99618804,340.02444698999994,62595,21587,62222.97936497,2023-09-26,Liquid Restaking,18
4800.0,590.8871992709999,6752,2074811.271230442,561213.2900800818,5069152,6326709,2433127.4386894763,2023-09-26,CEXs,30645
544.0,237.67760017400005,1728,413710.5291237841,202199.6201367428,2564350,2570754,1948439.8507394732,2023-09-26,undefined,10169
32.0,36.67813030599999,0,33563.202539816004,32441.389362189013,91202,316624,25197.408097994983,2023-09-26,Solo Stakers,1900
544.0,124.39267975200005,41632,424310.98212116596,171239.09811239797,3081312,2539886,2485761.9197664363,2023-09-26,Staking Pools,7693
896.0,1267.250779361001,13630,299564.58976853493,413816.557320074,5732830,7780937,5019448.852911391,2023-09-26,Liquid Staking,65927
256.0,212.615179755,3136,413166.5291237841,201961.9425365688,2562622,2560585,1947493.5283396472,2023-09-25,undefined,7664
672.0,1111.7178245370003,952,298668.58976853493,412549.306540713,5719200,7715010,5007982.103690753,2023-09-25,Liquid Staking,57468
128.0,329.3654052479999,17280,423766.98212116596,171114.70543264598,3039680,2532193,2444798.312446188,2023-09-25,Staking Pools,13047
5280.0,660.134675769,9440,2070011.271230442,560622.4028808108,5062400,6296064,2431766.3258887473,2023-09-25,CEXs,34540
32.0,57.511336297999996,160,33531.202539816004,32404.71123188301,91202,314724,25266.086228300985,2023-09-25,Solo Stakers,2686
0.0,0.17631703799999998,0,31.99618804,339.8538702629999,62275,21569,61903.149941697,2023-09-24,Liquid Restaking,65
69087.852500057,809.1614212830001,4224,2064731.271230442,559962.2682050418,5052960,6261524,2428266.4605645165,2023-09-24,CEXs,45445
158.937062525,86.95738108999998,0,33499.202539816004,32347.19989558501,91042,312038,25195.597564598986,2023-09-24,Solo Stakers,4095
1376.0,357.78319968499994,5552,297996.58976853493,411437.588716176,5718248,7657542,5008813.821515289,2023-09-24,Liquid Staking,21235
1982.936244769,1310.0660682829994,1824,412910.5291237841,201749.3273568138,2559486,2552921,1944826.1435194022,2023-09-24,undefined,25892
5631.576925319,3387.982542631001,13536,423638.98212116596,170785.34002739796,3022400,2519146,2427975.677851436,2023-09-24,Staking Pools,18308
0.0,16.512645039,0,31.99618804,339.67755322499994,62275,21504,61903.326258735,2023-09-23,Liquid Restaking,879
5504.0,601.5897925190002,8096,1995643.418730385,559153.1067837587,5048736,6216079,2493939.4744858565,2023-09-23,CEXs,33089
7168.0,437.98502017299995,4064,418007.405195847,167397.35748476695,3008864,2500838,2423459.237319386,2023-09-23,Staking Pools,23386
160.0,763.0132717040003,14808,296620.58976853493,411079.805516491,5712696,7636307,5004995.604714975,2023-09-23,Liquid Staking,42189
575.98743372,290.56245933200006,6240,410927.5928790151,200439.2612885308,2557662,2527029,1946295.145832454,2023-09-23,undefined,15616
64.0,3.3145724239999983,64,33340.265477291,32260.24251449501,91042,307943,25441.492008213987,2023-09-23,Solo Stakers,188
0.0,12.378873208,0,31.99618804,323.16490818599993,62275,20625,61919.838903774,2023-09-22,Liquid Restaking,660
128.0,491.19342560599983,8768,410839.405195847,166959.37246459397,3004800,2477452,2427001.222339559,2023-09-22,Staking Pools,26174
32.0,3.4092337699999975,0,33276.265477291,32256.92794207101,90978,307755,25444.806580637985,2023-09-22,Solo Stakers,178
32.0,193.09143826400006,5120,410351.6054452951,200148.6988291988,2551422,2511413,1940921.6957255062,2023-09-22,undefined,10431
32.0,718.089311839,14304,1990139.418730385,558551.5169912397,5040640,6182990,2491949.0642783754,2023-09-22,CEXs,38087
1631.9908445400001,753.5084349579998,12771,296460.58976853493,410316.792244787,5697888,7594118,4991110.617986678,2023-09-22,Liquid Staking,39805
0.0,5.518068768,0,31.99618804,310.7860349779999,62275,19965,61932.217776982,2023-09-21,Liquid Restaking,277
0.0,757.7547151030001,13792,1990107.418730385,557833.4276794008,5026336,6144903,2478395.1535902144,2023-09-21,CEXs,40139
608.0,569.684766003,3150,294828.5989239949,409563.283809829,5685117,7554313,4980725.117266176,2023-09-21,Liquid Staking,30241
0.0,18.489183528,0,33244.265477291,32253.518708301013,90978,307577,25480.215814407984,2023-09-21,Solo Stakers,988
480.0,449.70552626,4896,410711.405195847,166468.17903898796,2996032,2451278,2418852.415765165,2023-09-21,Staking Pools,23618
191.995050427,372.4966532219999,2368,410319.6054452951,199955.6073909348,2546302,2500982,1936026.78716377,2023-09-21,undefined,19761
704.0,608.7260870670003,29312,1990107.418730385,557075.6729642978,5012544,6104764,2465360.9083053176,2023-09-20,CEXs,32787
800.0,190.514256159,21600,410231.405195847,166018.47351272797,2991136,2427660,2414886.121291425,2023-09-20,Staking Pools,10546
0.0,20.431686332,0,33244.265477291,32235.029524773014,90978,306589,25498.704997935984,2023-09-20,Solo Stakers,1070
2528.0,341.202759911,13440,410127.6103948681,199583.1107377128,2543934,2481221,1934223.278867419,2023-09-20,undefined,17900
192.0,1032.8418680199993,19969,294220.5989239949,408993.599043826,5681967,7524072,4978752.802032179,2023-09-20,Liquid Staking,54775
0.0,0.20848673700000003,0,31.99618804,305.26796620999994,62275,19688,61937.73584575,2023-09-19,Liquid Restaking,8
0.0,118.64710126900002,15488,409431.405195847,165827.95925656898,2969536,2417114,2394276.635547584,2023-09-19,Staking Pools,6589
1088.0,1336.014909553999,14541,294028.5989239949,407960.757175806,5661998,7469297,4960008.643900199,2023-09-19,Liquid Staking,70547
2974.9374757759997,162.40756607299997,8448,407599.6103948681,199241.9079778018,2530494,2463321,1923652.4816273302,2023-09-19,undefined,8352
1984.0,536.189440514,19264,1989403.418730385,556466.9468772308,4983232,6071977,2437361.6343923844,2023-09-19,CEXs,28710
32.0,33.979148689999995,32,33244.265477291,32214.597838441015,90978,305519,25519.13668426798,2023-09-19,Solo Stakers,1847
4512.0,702.8056585590004,9952,1987419.418730385,555930.7574367168,4963968,6043267,2420617.8238328984,2023-09-18,CEXs,37003
0.0,67.79283428399998,0,33212.265477291,32180.618689751016,90946,303672,25553.11583295798,2023-09-18,Solo Stakers,3301
192.0,981.9104752220006,24559,292940.5989239949,406624.742266252,5647457,7398750,4947891.658809753,2023-09-18,Liquid Staking,51923
160.0,165.89925579300007,6752,404624.6729190921,199079.5004117288,2522046,2454969,1918341.826669179,2023-09-18,undefined,8164
128.0,291.29627240499997,20128,409431.405195847,165709.3121553,2954048,2410525,2378907.282648853,2023-09-18,Staking Pools,15333
0.0,0.12116779300000001,0,31.99618804,305.05947947299995,62275,19680,61937.944332487,2023-09-17,Liquid Restaking,33
14880.0,801.3846287069997,5824,1982907.418730385,555227.9517781578,4954016,6006264,2415880.6294914577,2023-09-17,CEXs,44550
9568.0,685.7335452100004,7136,409303.405195847,165418.015882895,2933920,2395192,2359198.578921258,2023-09-17,Staking Pools,15968
2784.0,352.5723311390003,6065,292748.5989239949,405642.83179103,5622898,7346827,4924506.569284975,2023-09-17,Liquid Staking,23162
3647.50698121,570.2338582469998,1920,404464.6729190921,198913.60115593582,2515294,2446805,1911915.725924972,2023-09-17,undefined,26189
96.0,123.30948591100001,32,33212.265477291,32112.825855467017,90946,300371,25620.90866724198,2023-09-17,Solo Stakers,3454
0.0,19.72806006,320,31.99618804,304.93831167999997,62275,19647,61938.06550028,2023-09-16,Liquid Restaking,1078
8030.935662367,299.5422082999998,1152,400817.1659378821,198343.36729768882,2513374,2420616,1914213.4667644294,2023-09-16,undefined,16217
0.0,3.7191362110000004,0,33116.265477291,31989.51636955602,90914,296917,25808.21815315298,2023-09-16,Solo Stakers,186
320.0,476.72674595599983,2080,399735.405195847,164732.282337685,2926784,2379224,2362316.3124664677,2023-09-16,Staking Pools,25276
192.0,624.6690155949999,5472,1968027.418730385,554426.5671494509,4948192,5961714,2425738.0141201643,2023-09-16,CEXs,33400
96.0,702.9928873880001,3045,289964.5989239949,405290.259459891,5616833,7323665,4921578.1416161135,2023-09-16,Liquid Staking,37519
0.0,8.63066996,0,31.99618804,285.21025161999995,61955,18569,61637.79356034,2023-09-15,Liquid Restaking,475
96.0,785.2346794700001,26272,1967835.418730385,553801.8981338559,4942720,5928314,2421082.6831357596,2023-09-15,CEXs,42517
2528.0,700.6179171399999,4644,289868.5989239949,404587.266572503,5613788,7286146,4919332.1345035015,2023-09-15,Liquid Staking,37302
0.0,13.059244270999999,32,33116.265477291,31985.79723334502,90914,296731,25811.937289363977,2023-09-15,Solo Stakers,700
384.0,167.84791935699997,5408,392786.2302755151,198043.82508938882,2512222,2404399,1921391.9446350962,2023-09-15,undefined,9178
256.0,462.2874927649999,19296,399415.405195847,164255.555591729,2924704,2353948,2361033.039212424,2023-09-15,Staking Pools,25037
0.0,4.26608734,0,31.99618804,276.57958166,61955,18094,61646.4242303,2023-09-14,Liquid Restaking,226
0.0,597.183260576,9152,1967739.418730385,553016.6634543859,4916448,5885797,2395691.9178152294,2023-09-14,CEXs,31831
544.0,401.41744345199993,4320,399159.405195847,163793.268098964,2905408,2328911,2342455.326705189,2023-09-14,Staking Pools,21219
32.0,9.305794356000005,32,33116.265477291,31972.73798907402,90882,296031,25792.996533634978,2023-09-14,Solo Stakers,519
96.0,381.37739980899994,1149,392402.2302755151,197875.9771700318,2506814,2395221,1916535.7925544532,2023-09-14,undefined,20306
448.0,758.0311763409997,10883,287340.5989239949,403886.648655363,5609144,7248844,4917916.7524206415,2023-09-14,Liquid Staking,40636
0.0,0.127555044,0,31.99618804,272.31349431999996,61955,17868,61650.69031764,2023-09-13,Liquid Restaking,8
384.0,196.35601410200002,57184,398615.405195847,163391.850655512,2901088,2307692,2339080.744148641,2023-09-13,Staking Pools,11254
1791.98989544,770.9989128309996,4823,286892.5989239949,403128.617479022,5598261,7208208,4908239.783596983,2023-09-13,Liquid Staking,41170
703.8559136219999,431.00072366800003,5952,392306.2302755151,197494.59977022282,2505665,2374915,1915864.1699542622,2023-09-13,undefined,20731
416.0,778.7983483370002,66464,1967739.418730385,552419.48019381,4907296,5853966,2387137.1010758053,2023-09-13,CEXs,43339
64.0,35.47318448000001,288,33084.265477291,31963.432194718018,90850,295512,25802.30232799098,2023-09-13,Solo Stakers,1837
3616.0,356.73666495400005,14976,1967323.418730385,551640.681845473,4840832,5810627,2321867.899424142,2023-09-12,CEXs,19300
64.0,25.068181186,0,33020.265477291,31927.959010238017,90562,293675,25613.77551247098,2023-09-12,Solo Stakers,1375
1056.0,1530.4916174060002,3955,285100.6090285549,402357.618566191,5593438,7167038,4905979.772405255,2023-09-12,Liquid Staking,81442
64.0,168.41520058999998,3968,398231.405195847,163195.49464141,2843904,2296438,2282477.1001627427,2023-09-12,Staking Pools,8891
96.0,89.717350884,7424,391602.3743618931,197063.59904655482,2499713,2354184,1911047.026591552,2023-09-12,undefined,4099
10976.0,864.7634258049999,14368,1963707.418730385,551283.945180519,4825856,5791327,2310864.6360890963,2023-09-11,CEXs,46080
960.0,399.58030101400016,1664,398167.405195847,163027.07944082,2839936,2287547,2278741.515363333,2023-09-11,Staking Pools,15374
544.0,780.6960514520001,45967,284044.6090285549,400827.126948785,5589483,7085596,4904611.26402266,2023-09-11,Liquid Staking,42541
320.0,299.635235805,1664,391506.3743618931,196973.88169567083,2492289,2350085,1903808.743942436,2023-09-11,undefined,8986
0.0,61.442841914000006,0,32956.265477291,31902.890829052016,90562,292300,25702.84369365698,2023-09-11,Solo Stakers,3330
0.0,6.610985868999999,0,31.99618804,272.18593927599994,61955,17860,61650.817872684,2023-09-10,Liquid Restaking,373
3103.799131937,1284.5936665120003,4544,391186.3743618931,196674.24645986583,2490625,2341099,1902764.379178241,2023-09-10,undefined,26877
256.0,175.709281532,32,32956.265477291,31841.447987138017,90562,288970,25764.28653557098,2023-09-10,Solo Stakers,3157
4640.0,603.9254538910001,1696,397207.405195847,162627.499139806,2838272,2272173,2278437.095664347,2023-09-10,Staking Pools,19805
31008.0,684.04523333,7968,1952731.418730385,550419.181754714,4811488,5745247,2308337.3995149015,2023-09-10,CEXs,39214
12511.99037752,405.39284635600006,473,283500.6090285549,400046.43089733296,5543516,7043055,4859968.960074113,2023-09-10,Liquid Staking,25218
0.0,14.273947991999997,0,31.99618804,265.57495340699995,61955,17487,61657.428858553,2023-09-09,Liquid Restaking,777
160.0,550.5871004630002,4960,1921723.418730385,549735.136521384,4803520,5706033,2332061.444748231,2023-09-09,CEXs,29540
352.0,665.7449516269998,837,270988.61865103495,399641.038050977,5543043,7017837,4872413.343297988,2023-09-09,Liquid Staking,35849
0.0,2.137893057,32,32700.265477291,31665.738705606018,90530,285813,26163.99581710298,2023-09-09,Solo Stakers,117
3520.0,618.6061616860002,1568,392567.405195847,162023.573685915,2836576,2252368,2281985.0211182376,2023-09-09,Staking Pools,33069
128.0,284.0841837189999,13376,388082.5752299561,195389.65279335383,2486081,2314222,1902608.7719766898,2023-09-09,undefined,15518
0.0,10.949111145,64,31.99618804,251.30100541499993,61955,16710,61671.702806545,2023-09-08,Liquid Restaking,592
480.0,876.7573964059998,10912,1921563.418730385,549184.549420921,4798560,5676493,2327812.031848694,2023-09-08,CEXs,47367
831.9827472,242.98174001900009,14208,387954.5752299561,195105.56860963482,2472705,2298704,1889644.856160409,2023-09-08,undefined,13499
0.0,17.430786724999997,0,32700.265477291,31663.60081254902,90498,285696,26134.13371015998,2023-09-08,Solo Stakers,920
160.0,320.07845460199985,12576,389047.405195847,161404.967524229,2835008,2219299,2284555.6272799238,2023-09-08,Staking Pools,17615
256.0,662.005927729,6242,270636.61865103495,398975.29309935,5542206,6981988,4872594.088249614,2023-09-08,Liquid Staking,35639
0.0,0.46535124000000005,64,31.99618804,240.35189426999995,61891,16118,61618.65191769,2023-09-07,Liquid Restaking,29
384.0,374.7014641909999,3200,387122.5924827561,194862.58686961583,2458497,2285205,1876511.820647628,2023-09-07,undefined,19727
5375.99242104,958.9777482629995,20543,270380.61865103495,398313.287171621,5535964,6946349,4867270.094177344,2023-09-07,Liquid Staking,52183
192.0,252.84102403199998,3360,388887.405195847,161084.889069627,2822432,2201684,2272459.705734526,2023-09-07,Staking Pools,13778
256.0,540.365624013,6112,1921083.418730385,548307.792024515,4787648,5629126,2318256.7892451,2023-09-07,CEXs,29041
96.0,14.088746204999998,608,32700.265477291,31646.17002582402,90498,284776,26151.564496884977,2023-09-07,Solo Stakers,765
0.0,0.12645605899999998,0,31.99618804,239.88654302999996,61827,16089,61555.11726893,2023-09-06,Liquid Restaking,8
4416.0,754.3456431569998,9376,1920827.418730385,547767.426400502,4781536,5600085,2312941.154869113,2023-09-06,CEXs,40666
32.0,36.77624658299999,96,32604.265477291,31632.08127961902,89890,284011,25653.65324308998,2023-09-06,Solo Stakers,1960
960.0,876.4210312910002,2063,265004.62622999493,397354.309423358,5515421,6894166,4853062.064346647,2023-09-06,Liquid Staking,47144
2079.046728591,327.4419657210001,3744,386738.5924827561,194487.88540542484,2455297,2265478,1874070.5221118191,2023-09-06,undefined,15602
32.0,174.453147515,7616,388695.405195847,160832.048045595,2819072,2187906,2269544.5467585577,2023-09-06,Staking Pools,9484
0.0,0.0,1600,31.99618804,239.76008697099996,61827,16081,61555.243724989,2023-09-05,Liquid Restaking,50
8000.0,428.09118532200006,7744,1916411.418730385,547013.080757345,4772160,5559419,2308735.5005122703,2023-09-05,CEXs,23157
384.0,237.35655157299996,10784,388663.405195847,160657.59489808,2811456,2178422,2262134.999906073,2023-09-05,Staking Pools,10345
288.0,1404.1287642940001,14270,264044.62622999493,396477.888392067,5513358,6847022,4852835.4853779385,2023-09-05,Liquid Staking,75091
64.0,334.09026457800013,8512,384659.5457541651,194160.44343970384,2451553,2249876,1872733.010806131,2023-09-05,undefined,5378
0.0,32.136391534999994,0,32572.265477291,31595.30503303602,89794,282051,25626.429489672977,2023-09-05,Solo Stakers,1617
0.0,0.0,64,31.99618804,239.76008697099996,60227,16031,59955.243724989,2023-09-04,Liquid Restaking,2
895.972259711,365.323679127,2623,384595.5457541651,193826.35317512584,2443041,2244498,1864619.101070709,2023-09-04,undefined,12376
2400.0,68.24155559499998,32,32572.265477291,31563.16864150102,89794,280434,25658.56588120798,2023-09-04,Solo Stakers,3631
3808.0,338.2318081540001,10720,388279.405195847,160420.238346507,2800672,2168077,2251972.356457646,2023-09-04,Staking Pools,14655
13984.0,986.7268694950004,3584,1908411.418730385,546584.9895720229,4764416,5536262,2309419.5916975923,2023-09-04,CEXs,52923
1600.0,593.4410521359997,24122,263756.62622999493,395073.759627773,5499088,6771931,4840257.614142232,2023-09-04,Liquid Staking,32488
0.0,12.893256320999999,64,31.99618804,239.76008697099996,60163,16029,59891.243724989,2023-09-03,Liquid Restaking,822
192.0,500.00604341299993,3968,1894427.418730385,545598.2627025279,4760832,5483339,2320806.3185670874,2023-09-03,CEXs,28917
864.0,450.276561699,5829,262156.62622999493,394480.318575637,5474966,6739443,4818329.055194368,2023-09-03,Liquid Staking,26651
95.85032865299999,38.017456135,128,30172.265477291,31494.92708590602,89762,276803,28094.807436802977,2023-09-03,Solo Stakers,2065
12288.0,832.5136476160001,2176,384471.405195847,160082.006538353,2789952,2153422,2245398.5882658,2023-09-03,Staking Pools,27673
3871.738044453,590.4881836550001,1952,383699.5734944541,193461.02949599884,2440418,2232122,1863257.397009547,2023-09-03,undefined,28624
0.0,11.377265963000001,128,31.99618804,226.86683064999997,60099,15207,59840.13698131,2023-09-02,Liquid Restaking,636
96.0,744.8017802860005,5728,1894235.418730385,545098.256659115,4756864,5454422,2317530.3246105006,2023-09-02,CEXs,40744
928.0,175.119687473,7328,379827.83545000106,192870.54131234385,2438466,2203498,1865767.623237655,2023-09-02,undefined,9890
32.0,12.161213250000001,96,30076.415148638,31456.90962977102,89634,274738,28100.67522159098,2023-09-02,Solo Stakers,686
352.0,534.5413144199998,256,372183.405195847,159249.492890737,2787776,2125749,2256343.101913416,2023-09-02,Staking Pools,25618
255.978046624,676.7323404540001,10658,261292.62622999496,394030.042013938,5469137,6712792,4813814.331756067,2023-09-02,Liquid Staking,37214
0.0,5.005892942000001,1664,31.99618804,215.48956468699996,59971,14571,59723.514247273,2023-09-01,Liquid Restaking,298
160.0,417.4701598059999,11648,371831.405195847,158714.951576317,2787520,2100131,2256973.6432278357,2023-09-01,Staking Pools,23078
8704.0,623.9994504189997,14441,261036.64818337097,393353.309673484,5458479,6675578,4804089.042143145,2023-09-01,Liquid Staking,34750
1696.0,380.5654228779998,2336,378899.83545000106,192695.42162487085,2431138,2193608,1859542.742925128,2023-09-01,undefined,20730
0.0,664.8678582740002,21408,1894139.418730385,544353.454878829,4751136,5413678,2312643.1263907864,2023-09-01,CEXs,36739
32.0,10.129526317,160,30044.415148638,31444.74841652102,89538,274052,28048.83643484098,2023-09-01,Solo Stakers,548
0.0,0.0,96,31.99618804,210.48367174499995,58307,14273,58064.520140215,2023-08-31,Liquid Restaking,3
128.0,621.6356207130003,47616,1894139.418730385,543688.5870205549,4729728,5376939,2291899.9942490603,2023-08-31,CEXs,34983
0.0,26.561469130000003,96,30012.415148638,31434.61889020402,89378,273504,27930.96596115798,2023-08-31,Solo Stakers,1445
1216.0,934.9769787620002,6748,252332.64818337097,392729.310223065,5444038,6640828,4798976.041593564,2023-08-31,Liquid Staking,51282
639.999997056,166.46600938,3456,371671.405195847,158297.481416511,2775872,2077053,2245903.113387642,2023-08-31,Staking Pools,9535
352.0,373.049898873,1952,377203.83545000106,192314.85620199286,2428802,2172878,1859283.308348006,2023-08-31,undefined,19091
0.0,0.12478244300000002,64,31.99618804,210.48367174499995,58211,14270,57968.520140215,2023-08-30,Liquid Restaking,10
2400.0,471.4242487329998,10880,1894011.418730385,543066.9513998419,4682112,5341956,2245033.6298697735,2023-08-30,CEXs,25865
64.0,202.848416669,8128,371031.405198791,158131.015407131,2772416,2067518,2243253.579394078,2023-08-30,Staking Pools,8730
160.0,1370.3528578459984,30534,251116.64818337097,391794.333244303,5437290,6589546,4794379.018572326,2023-08-30,Liquid Staking,75013
32.0,115.79361401000001,4512,376851.83545000106,191941.80630311987,2426850,2153787,1858056.3582468792,2023-08-30,undefined,4949
32.0,28.289291388999995,64,30012.415148638,31408.05742107402,89282,272059,27861.52743028798,2023-08-30,Solo Stakers,1433
0.0,0.0,160,31.99618804,210.35888930199997,58147,14260,57904.644922658,2023-08-29,Liquid Restaking,5
2304.0,275.319678984,2400,370967.405198791,157928.166990462,2764288,2058788,2235392.427810747,2023-08-29,Staking Pools,13310
32.0,67.715983674,0,29980.415148638,31379.76812968502,89218,270626,27857.81672167698,2023-08-29,Solo Stakers,3627
416.0,198.674842536,6848,376819.83545000106,191826.01268910986,2422338,2148838,1853692.151860889,2023-08-29,undefined,8973
5088.0,769.1867711509997,46336,1891611.418730385,542595.527151109,4671232,5316091,2237025.0541185066,2023-08-29,CEXs,42995
96.0,868.8141852540001,59092,250956.64818337097,390423.980386457,5406756,6514533,4765375.371430172,2023-08-29,Liquid Staking,48790
0.0,1.4595223220000002,0,31.99618804,210.35888930199997,57987,14255,57744.644922658,2023-08-28,Liquid Restaking,135
38240.0,730.7214231249998,10112,1886523.418730385,541826.3403799579,4624896,5273096,2196546.2408896573,2023-08-28,CEXs,43396
448.0,688.7568737950002,39412,250860.64818337097,389555.166201203,5347664,6465743,4707248.185615426,2023-08-28,Liquid Staking,21735
96.0,118.42665193100001,64,29948.415148638,31312.05214601102,89218,266999,27957.53270535098,2023-08-28,Solo Stakers,3161
382.936910276,1123.1227051899998,4512,376403.83545000106,191627.33784657385,2415490,2139865,1847458.826703425,2023-08-28,undefined,27995
18912.0,895.0756334310003,7872,368663.405198791,157652.847311478,2761888,2045478,2235571.747489731,2023-08-28,Staking Pools,19837
0.0,14.944648095000002,64,31.99618804,208.89936697999997,57987,14120,57746.10444498,2023-08-27,Liquid Restaking,844
288.0,560.6325333919999,3904,1848283.418730385,541095.6189568329,4614784,5229700,2225404.962312782,2023-08-27,CEXs,30868
575.994258033,221.775815597,7648,376020.89853972505,190504.21514138384,2410978,2111870,1844452.886318891,2023-08-27,undefined,12918
320.0,3.1120549200000056,0,29852.415148638,31193.62549408002,89154,263838,28107.95935728198,2023-08-27,Solo Stakers,167
2432.0,541.730643285,4896,349751.405198791,156757.771678047,2754016,2025641,2247506.823123162,2023-08-27,Staking Pools,29967
479.91254586,725.4918595269999,3557,250412.64818337097,388866.409327408,5308252,6444008,4668972.942489221,2023-08-27,Liquid Staking,40219
0.0,7.814506323000001,64,31.99618804,193.95471888499998,57923,13276,57697.049093075,2023-08-26,Liquid Restaking,435
1472.0,336.52872350100006,1024,347319.405198791,156216.041034762,2749120,1995674,2245584.553766447,2023-08-26,Staking Pools,18555
576.0,604.2256870800002,18458,249932.73563751098,388140.917467881,5304695,6403789,4666621.346894608,2023-08-26,Liquid Staking,33696
736.0,291.083013192,4384,375444.90428169206,190282.43932578684,2403330,2098952,1837602.656392521,2023-08-26,undefined,16013
0.0,834.4990169909992,3648,1847995.418730385,540534.9864234409,4610880,5198832,2222349.5948461746,2023-08-26,CEXs,45626
64.0,16.504034377999997,0,29532.415148638,31190.513439160022,89154,263671,28431.071412201978,2023-08-26,Solo Stakers,916
0.0,0.084822725,96,31.99618804,186.140212562,57859,12841,57640.863599398,2023-08-25,Liquid Restaking,6
352.0,586.5645060379999,32288,1847995.418730385,539700.4874064499,4607232,5153206,2219536.0938631655,2023-08-25,CEXs,33010
0.0,15.409692698999999,96,29468.415148638,31174.009404782024,89154,262755,28511.575446579976,2023-08-25,Solo Stakers,878
320.0,902.9807062739998,18239,249356.73563751098,387536.691780801,5286237,6370093,4649343.572581688,2023-08-25,Liquid Staking,50112
608.0,337.35247843699983,4672,374708.90428169206,189991.35631259484,2398946,2082939,1834245.739405713,2023-08-25,undefined,18017
