cum_deposited_eth,cum_validators,deposited_eth,depositor_entity_category,time
193570,6049.0625,96,Solo Stakers,2023-12-11 00:00:00
193474,6046.0625,160,Solo Stakers,2023-12-04 00:00:00
193314,6041.0625,192,Solo Stakers,2023-11-27 00:00:00
193122,6035.0625,32,Solo Stakers,2023-11-20 00:00:00
193090,6034.0625,64,Solo Stakers,2023-11-13 00:00:00
193026,6032.0625,64,Solo Stakers,2023-11-06 00:00:00
192962,6030.0625,544,Solo Stakers,2023-10-30 00:00:00
192418,6013.0625,224,Solo Stakers,2023-10-23 00:00:00
192194,6006.0625,384,Solo Stakers,2023-10-16 00:00:00
191810,5994.0625,128,Solo Stakers,2023-10-09 00:00:00
191682,5990.0625,1216,Solo Stakers,2023-10-02 00:00:00
190466,5952.0625,1888,Solo Stakers,2023-09-25 00:00:00
188578,5893.0625,96,Solo Stakers,2023-09-18 00:00:00
188482,5890.0625,384,Solo Stakers,2023-09-11 00:00:00
188098,5878.0625,800,Solo Stakers,2023-09-04 00:00:00
187298,5853.0625,608,Solo Stakers,2023-08-28 00:00:00
186690,5834.0625,480,Solo Stakers,2023-08-21 00:00:00
186210,5819.0625,320,Solo Stakers,2023-08-14 00:00:00
185890,5809.0625,1408,Solo Stakers,2023-08-07 00:00:00
184482,5765.0625,960,Solo Stakers,2023-07-31 00:00:00
183522,5735.0625,640,Solo Stakers,2023-07-24 00:00:00
182882,5715.0625,352,Solo Stakers,2023-07-17 00:00:00
182530,5704.0625,416,Solo Stakers,2023-07-10 00:00:00
182114,5691.0625,1248,Solo Stakers,2023-07-03 00:00:00
180866,5652.0625,192,Solo Stakers,2023-06-26 00:00:00
180674,5646.0625,640,Solo Stakers,2023-06-19 00:00:00
180034,5626.0625,160,Solo Stakers,2023-06-12 00:00:00
179874,5621.0625,288,Solo Stakers,2023-06-05 00:00:00
179586,5612.0625,1376,Solo Stakers,2023-05-29 00:00:00
178210,5569.0625,2176,Solo Stakers,2023-05-22 00:00:00
176034,5501.0625,7840,Solo Stakers,2023-05-15 00:00:00
168194,5256.0625,12704,Solo Stakers,2023-05-08 00:00:00
155490,4859.0625,3648,Solo Stakers,2023-05-01 00:00:00
151842,4745.0625,4992,Solo Stakers,2023-04-24 00:00:00
146850,4589.0625,3522,Solo Stakers,2023-04-17 00:00:00
143328,4479.0,1792,Solo Stakers,2023-04-10 00:00:00
141536,4423.0,288,Solo Stakers,2023-04-03 00:00:00
141248,4414.0,1120,Solo Stakers,2023-03-27 00:00:00
140128,4379.0,224,Solo Stakers,2023-03-20 00:00:00
139904,4372.0,160,Solo Stakers,2023-03-13 00:00:00
139744,4367.0,1728,Solo Stakers,2023-03-06 00:00:00
138016,4313.0,96,Solo Stakers,2023-02-27 00:00:00
137920,4310.0,160,Solo Stakers,2023-02-20 00:00:00
137760,4305.0,352,Solo Stakers,2023-02-13 00:00:00
137408,4294.0,736,Solo Stakers,2023-02-06 00:00:00
136672,4271.0,576,Solo Stakers,2023-01-30 00:00:00
136096,4253.0,4032,Solo Stakers,2023-01-23 00:00:00
132064,4127.0,1152,Solo Stakers,2023-01-16 00:00:00
130912,4091.0,5824,Solo Stakers,2023-01-09 00:00:00
125088,3909.0,160,Solo Stakers,2023-01-02 00:00:00
124928,3904.0,480,Solo Stakers,2022-12-26 00:00:00
124448,3889.0,2144,Solo Stakers,2022-12-19 00:00:00
122304,3822.0,1184,Solo Stakers,2022-12-12 00:00:00
121120,3785.0,256,Solo Stakers,2022-12-05 00:00:00
120864,3777.0,4608,Solo Stakers,2022-11-28 00:00:00
116256,3633.0,800,Solo Stakers,2022-11-21 00:00:00
115456,3608.0,1728,Solo Stakers,2022-11-14 00:00:00
113728,3554.0,2560,Solo Stakers,2022-11-07 00:00:00
111168,3474.0,928,Solo Stakers,2022-10-31 00:00:00
110240,3445.0,416,Solo Stakers,2022-10-24 00:00:00
109824,3432.0,1920,Solo Stakers,2022-10-17 00:00:00
107904,3372.0,4352,Solo Stakers,2022-10-10 00:00:00
103552,3236.0,640,Solo Stakers,2022-10-03 00:00:00
102912,3216.0,800,Solo Stakers,2022-09-26 00:00:00
102112,3191.0,1920,Solo Stakers,2022-09-19 00:00:00
100192,3131.0,2880,Solo Stakers,2022-09-12 00:00:00
97312,3041.0,8384,Solo Stakers,2022-09-05 00:00:00
88928,2779.0,3552,Solo Stakers,2022-08-29 00:00:00
85376,2668.0,512,Solo Stakers,2022-08-22 00:00:00
84864,2652.0,544,Solo Stakers,2022-08-15 00:00:00
84320,2635.0,3712,Solo Stakers,2022-08-08 00:00:00
80608,2519.0,896,Solo Stakers,2022-08-01 00:00:00
79712,2491.0,160,Solo Stakers,2022-07-25 00:00:00
79552,2486.0,1216,Solo Stakers,2022-07-18 00:00:00
78336,2448.0,1376,Solo Stakers,2022-07-11 00:00:00
76960,2405.0,4640,Solo Stakers,2022-07-04 00:00:00
72320,2260.0,800,Solo Stakers,2022-06-27 00:00:00
71520,2235.0,1952,Solo Stakers,2022-06-20 00:00:00
69568,2174.0,3488,Solo Stakers,2022-06-13 00:00:00
66080,2065.0,832,Solo Stakers,2022-06-06 00:00:00
65248,2039.0,192,Solo Stakers,2022-05-30 00:00:00
65056,2033.0,544,Solo Stakers,2022-05-23 00:00:00
64512,2016.0,8288,Solo Stakers,2022-05-16 00:00:00
56224,1757.0,352,Solo Stakers,2022-05-09 00:00:00
55872,1746.0,1952,Solo Stakers,2022-05-02 00:00:00
53920,1685.0,96,Solo Stakers,2022-04-25 00:00:00
53824,1682.0,2592,Solo Stakers,2022-04-18 00:00:00
51232,1601.0,2208,Solo Stakers,2022-04-11 00:00:00
49024,1532.0,3776,Solo Stakers,2022-04-04 00:00:00
45248,1414.0,4800,Solo Stakers,2022-03-28 00:00:00
40448,1264.0,864,Solo Stakers,2022-03-21 00:00:00
39584,1237.0,3680,Solo Stakers,2022-03-14 00:00:00
35904,1122.0,448,Solo Stakers,2022-03-07 00:00:00
35456,1108.0,192,Solo Stakers,2022-02-28 00:00:00
35264,1102.0,256,Solo Stakers,2022-02-21 00:00:00
35008,1094.0,288,Solo Stakers,2022-02-14 00:00:00
34720,1085.0,480,Solo Stakers,2022-02-07 00:00:00
34240,1070.0,3456,Solo Stakers,2022-01-31 00:00:00
30784,962.0,6720,Solo Stakers,2022-01-24 00:00:00
24064,752.0,160,Solo Stakers,2022-01-17 00:00:00
23904,747.0,64,Solo Stakers,2022-01-10 00:00:00
23840,745.0,128,Solo Stakers,2022-01-03 00:00:00
23712,741.0,256,Solo Stakers,2021-12-27 00:00:00
23456,733.0,0,Solo Stakers,2021-12-20 00:00:00
23456,733.0,7072,Solo Stakers,2021-12-13 00:00:00
16384,512.0,288,Solo Stakers,2021-12-06 00:00:00
16096,503.0,6656,Solo Stakers,2021-11-29 00:00:00
9440,295.0,1344,Solo Stakers,2021-11-22 00:00:00
8096,253.0,800,Solo Stakers,2021-11-15 00:00:00
7296,228.0,5760,Solo Stakers,2021-11-08 00:00:00
1536,48.0,1536,Solo Stakers,2021-11-01 00:00:00
