base_fee_burned,date
3421.9296978470898,2023-03-30 00:00:00.000 UTC
3200.1480281854556,2023-03-29 00:00:00.000 UTC
2853.890734299426,2023-03-28 00:00:00.000 UTC
2910.6895155815387,2023-03-27 00:00:00.000 UTC
1859.2459903890363,2023-03-26 00:00:00.000 UTC
1859.9328380088352,2023-03-25 00:00:00.000 UTC
2441.319731565569,2023-03-24 00:00:00.000 UTC
2387.1209489121743,2023-03-23 00:00:00.000 UTC
2098.0127676834595,2023-03-22 00:00:00.000 UTC
1979.4297800514962,2023-03-21 00:00:00.000 UTC
2179.5081343023653,2023-03-20 00:00:00.000 UTC
1883.3091413794664,2023-03-19 00:00:00.000 UTC
1881.2699835216824,2023-03-18 00:00:00.000 UTC
2605.245425733388,2023-03-17 00:00:00.000 UTC
2543.785485985001,2023-03-16 00:00:00.000 UTC
2876.883532819844,2023-03-15 00:00:00.000 UTC
3200.5516295004986,2023-03-14 00:00:00.000 UTC
3264.234799604425,2023-03-13 00:00:00.000 UTC
2489.730750509797,2023-03-12 00:00:00.000 UTC
9370.17777056591,2023-03-11 00:00:00.000 UTC
3265.539318848329,2023-03-10 00:00:00.000 UTC
3779.4199878354934,2023-03-09 00:00:00.000 UTC
3454.4574822226373,2023-03-08 00:00:00.000 UTC
3369.6743018900734,2023-03-07 00:00:00.000 UTC
3563.5543985866584,2023-03-06 00:00:00.000 UTC
2710.5327731886764,2023-03-05 00:00:00.000 UTC
2449.520994990241,2023-03-04 00:00:00.000 UTC
3110.629469221413,2023-03-03 00:00:00.000 UTC
2899.7959576175695,2023-03-02 00:00:00.000 UTC
3266.8090656819777,2023-03-01 00:00:00.000 UTC
2572.5756977478372,2023-02-28 00:00:00.000 UTC
2450.328877991098,2023-02-27 00:00:00.000 UTC
2199.6931820837253,2023-02-26 00:00:00.000 UTC
2253.941171745982,2023-02-25 00:00:00.000 UTC
3229.329817020789,2023-02-24 00:00:00.000 UTC
3972.0534374198905,2023-02-23 00:00:00.000 UTC
3735.2608383634365,2023-02-22 00:00:00.000 UTC
3375.944241495118,2023-02-21 00:00:00.000 UTC
3243.6138487160306,2023-02-20 00:00:00.000 UTC
2570.9176324560694,2023-02-19 00:00:00.000 UTC
2800.1763415301534,2023-02-18 00:00:00.000 UTC
3689.5086686111354,2023-02-17 00:00:00.000 UTC
4119.847161876894,2023-02-16 00:00:00.000 UTC
3995.236698397187,2023-02-15 00:00:00.000 UTC
5582.159912656195,2023-02-14 00:00:00.000 UTC
2558.8734956871604,2023-02-13 00:00:00.000 UTC
1801.4252841520074,2023-02-12 00:00:00.000 UTC
1886.2036049969383,2023-02-11 00:00:00.000 UTC
2658.8444926770526,2023-02-10 00:00:00.000 UTC
3715.3984314020768,2023-02-09 00:00:00.000 UTC
3522.8605684605113,2023-02-08 00:00:00.000 UTC
3302.5004034843773,2023-02-07 00:00:00.000 UTC
2534.0383370319632,2023-02-06 00:00:00.000 UTC
2108.3640812232693,2023-02-05 00:00:00.000 UTC
2384.6021857748437,2023-02-04 00:00:00.000 UTC
3017.876996417254,2023-02-03 00:00:00.000 UTC
2895.715837621082,2023-02-02 00:00:00.000 UTC
2707.6640610977706,2023-02-01 00:00:00.000 UTC
2579.7936656852635,2023-01-31 00:00:00.000 UTC
1910.268432048744,2023-01-30 00:00:00.000 UTC
2006.3137785106696,2023-01-29 00:00:00.000 UTC
1612.1005869716137,2023-01-28 00:00:00.000 UTC
2168.0917026888337,2023-01-27 00:00:00.000 UTC
2154.471850520479,2023-01-26 00:00:00.000 UTC
2126.601782636181,2023-01-25 00:00:00.000 UTC
2323.133912399878,2023-01-24 00:00:00.000 UTC
1928.3555517497052,2023-01-23 00:00:00.000 UTC
1606.6429496584346,2023-01-22 00:00:00.000 UTC
1778.7503878505588,2023-01-21 00:00:00.000 UTC
2180.869394917748,2023-01-20 00:00:00.000 UTC
2166.6927532456425,2023-01-19 00:00:00.000 UTC
2724.4040353033897,2023-01-18 00:00:00.000 UTC
2373.336924497265,2023-01-17 00:00:00.000 UTC
2298.6498011777585,2023-01-16 00:00:00.000 UTC
1991.937522229167,2023-01-15 00:00:00.000 UTC
2448.0000942854117,2023-01-14 00:00:00.000 UTC
2592.7125069205913,2023-01-13 00:00:00.000 UTC
2228.762676313061,2023-01-12 00:00:00.000 UTC
2243.5916710903425,2023-01-11 00:00:00.000 UTC
2217.3980415601663,2023-01-10 00:00:00.000 UTC
2373.830172208828,2023-01-09 00:00:00.000 UTC
1913.6976688761065,2023-01-08 00:00:00.000 UTC
1618.7194502921054,2023-01-07 00:00:00.000 UTC
2122.5868886548915,2023-01-06 00:00:00.000 UTC
2191.2104536443594,2023-01-05 00:00:00.000 UTC
2075.428402028311,2023-01-04 00:00:00.000 UTC
1910.903587198303,2023-01-03 00:00:00.000 UTC
1681.7703924874336,2023-01-02 00:00:00.000 UTC
1510.068137232979,2023-01-01 00:00:00.000 UTC
1687.0885648456522,2022-12-31 00:00:00.000 UTC
1810.2231128651954,2022-12-30 00:00:00.000 UTC
1734.4012462383214,2022-12-29 00:00:00.000 UTC
1685.9227467316791,2022-12-28 00:00:00.000 UTC
1565.8121578552,2022-12-27 00:00:00.000 UTC
1207.457033523689,2022-12-26 00:00:00.000 UTC
1126.8411807637924,2022-12-25 00:00:00.000 UTC
1193.5519731598156,2022-12-24 00:00:00.000 UTC
1423.454702222802,2022-12-23 00:00:00.000 UTC
1512.5552535653735,2022-12-22 00:00:00.000 UTC
1576.4230893169076,2022-12-21 00:00:00.000 UTC
1646.6002520455809,2022-12-20 00:00:00.000 UTC
1504.4077272774587,2022-12-19 00:00:00.000 UTC
1445.1898419477732,2022-12-18 00:00:00.000 UTC
1435.8065803283575,2022-12-17 00:00:00.000 UTC
1896.071384603303,2022-12-16 00:00:00.000 UTC
1826.82100727068,2022-12-15 00:00:00.000 UTC
1642.0801427810022,2022-12-14 00:00:00.000 UTC
1887.4230027846784,2022-12-13 00:00:00.000 UTC
1729.7909373323694,2022-12-12 00:00:00.000 UTC
1606.547702381814,2022-12-11 00:00:00.000 UTC
1597.1139988872249,2022-12-10 00:00:00.000 UTC
3268.5176948661338,2022-12-09 00:00:00.000 UTC
1582.7784482087884,2022-12-08 00:00:00.000 UTC
1603.3823728524574,2022-12-07 00:00:00.000 UTC
1548.352354836968,2022-12-06 00:00:00.000 UTC
1414.2966023963909,2022-12-05 00:00:00.000 UTC
1185.0460400274994,2022-12-04 00:00:00.000 UTC
1202.20263116804,2022-12-03 00:00:00.000 UTC
1265.4268649260448,2022-12-02 00:00:00.000 UTC
1305.338898183787,2022-12-01 00:00:00.000 UTC
1272.0151458833946,2022-11-30 00:00:00.000 UTC
1163.0187228194993,2022-11-29 00:00:00.000 UTC
1422.0650360083628,2022-11-28 00:00:00.000 UTC
1033.038375184683,2022-11-27 00:00:00.000 UTC
1056.7373506035108,2022-11-26 00:00:00.000 UTC
1107.9519950695271,2022-11-25 00:00:00.000 UTC
1217.4502405277074,2022-11-24 00:00:00.000 UTC
1344.9139703366156,2022-11-23 00:00:00.000 UTC
1504.071752038259,2022-11-22 00:00:00.000 UTC
1299.325365246713,2022-11-21 00:00:00.000 UTC
1220.1555190106865,2022-11-20 00:00:00.000 UTC
1238.3182056600494,2022-11-19 00:00:00.000 UTC
1408.933411153602,2022-11-18 00:00:00.000 UTC
1604.826230756303,2022-11-17 00:00:00.000 UTC
1709.3132294775833,2022-11-16 00:00:00.000 UTC
1933.575933759546,2022-11-15 00:00:00.000 UTC
1868.0182336820887,2022-11-14 00:00:00.000 UTC
1490.296521137285,2022-11-13 00:00:00.000 UTC
1487.8003407497893,2022-11-12 00:00:00.000 UTC
2293.069072781228,2022-11-11 00:00:00.000 UTC
3638.0793048739692,2022-11-10 00:00:00.000 UTC
5242.395747634527,2022-11-09 00:00:00.000 UTC
4623.058523791595,2022-11-08 00:00:00.000 UTC
1802.1883816665263,2022-11-07 00:00:00.000 UTC
1189.0942864229874,2022-11-06 00:00:00.000 UTC
1248.816624532016,2022-11-05 00:00:00.000 UTC
1830.2606881943498,2022-11-04 00:00:00.000 UTC
1956.757902358355,2022-11-03 00:00:00.000 UTC
1580.4373019231768,2022-11-02 00:00:00.000 UTC
1368.6058535378174,2022-11-01 00:00:00.000 UTC
1987.552878757363,2022-10-31 00:00:00.000 UTC
849.507293103248,2022-10-30 00:00:00.000 UTC
1258.54025263345,2022-10-29 00:00:00.000 UTC
1644.5306298640962,2022-10-28 00:00:00.000 UTC
1569.6178975175155,2022-10-27 00:00:00.000 UTC
1873.4124244767834,2022-10-26 00:00:00.000 UTC
2096.872869493205,2022-10-25 00:00:00.000 UTC
1928.2934099672352,2022-10-24 00:00:00.000 UTC
1362.6373966318665,2022-10-23 00:00:00.000 UTC
1847.6233665736338,2022-10-22 00:00:00.000 UTC
3103.7349377266473,2022-10-21 00:00:00.000 UTC
3220.1098008041904,2022-10-20 00:00:00.000 UTC
2651.3411860916312,2022-10-19 00:00:00.000 UTC
2431.4171289854035,2022-10-18 00:00:00.000 UTC
2154.125289847409,2022-10-17 00:00:00.000 UTC
1422.2836406707086,2022-10-16 00:00:00.000 UTC
1682.2573379119613,2022-10-15 00:00:00.000 UTC
1780.5168053233233,2022-10-14 00:00:00.000 UTC
2253.1315303060787,2022-10-13 00:00:00.000 UTC
1950.8381592733144,2022-10-12 00:00:00.000 UTC
2745.958719481701,2022-10-11 00:00:00.000 UTC
3580.33587986127,2022-10-10 00:00:00.000 UTC
2985.2505908145868,2022-10-09 00:00:00.000 UTC
1936.0569074189666,2022-10-08 00:00:00.000 UTC
910.7293425435507,2022-10-07 00:00:00.000 UTC
1192.0382378421452,2022-10-06 00:00:00.000 UTC
1478.7407308325205,2022-10-05 00:00:00.000 UTC
1422.5223527514358,2022-10-04 00:00:00.000 UTC
1470.7800444609802,2022-10-03 00:00:00.000 UTC
498.15603657154867,2022-10-02 00:00:00.000 UTC
825.7593129668256,2022-10-01 00:00:00.000 UTC
1527.0607237630002,2022-09-30 00:00:00.000 UTC
1392.4195246959314,2022-09-29 00:00:00.000 UTC
1468.0286863928973,2022-09-28 00:00:00.000 UTC
1784.1958726440985,2022-09-27 00:00:00.000 UTC
1128.4234853965665,2022-09-26 00:00:00.000 UTC
682.0354902077128,2022-09-25 00:00:00.000 UTC
525.1180074700385,2022-09-24 00:00:00.000 UTC
818.8706787817699,2022-09-23 00:00:00.000 UTC
950.7433877016313,2022-09-22 00:00:00.000 UTC
1133.82666174208,2022-09-21 00:00:00.000 UTC
1107.0295809900024,2022-09-20 00:00:00.000 UTC
928.2275472501334,2022-09-19 00:00:00.000 UTC
723.3229009332667,2022-09-18 00:00:00.000 UTC
580.6349137172765,2022-09-17 00:00:00.000 UTC
904.7088554606318,2022-09-16 00:00:00.000 UTC
1552.2860601341881,2022-09-15 00:00:00.000 UTC
